Desc,Desc - Split 1,Desc - Split 2,ID,Portion,Calcium,Calories,Carbs,Chol,Fat,Fiber,Potassium,Protein,Sodium,Sugar,Vitamin C,Water
"SAUCE,ENCHILADA,RED,MILD,READY TO SERVE",SAUCE,ENCHILADA,27063,.25 cup,7,30,4.87,0,0.91,0.5,101,0.62,547,1.83,0.3,91.78
"SOUP,VEGETARIAN VEG,CND,COND",SOUP,VEGETARIAN VEG,6068,.5 cup,17,59,9.78,0,1.58,0.5,171,1.72,516,3.13,1.2,84.91
"CUCUMBER,WITH PEEL,RAW",CUCUMBER,WITH PEEL,11205,".5 cup, slices",16,15,3.63,0,0.11,0.5,147,0.65,2,1.67,2.8,95.23
"SEAWEED,WAKAME,RAW",SEAWEED,WAKAME,11669,"2 tbsp,  (1/8 cup)",150,45,9.14,0,0.64,0.5,50,3.03,872,0.65,3,79.99
"SOUP,TOMATO,CND,PREP W/EQ VOLUME H2O,COMM",SOUP,TOMATO,6559,"1 serving, 1 cup",8,32,7.45,0,0.21,0.5,275,0.71,186,4.03,6.3,90.55
"TAMARIND NECTAR,CND",TAMARIND NECTAR,CND,9437,1 cup,10,57,14.73,0,0.12,0.5,27,0.09,7,12.7,7.1,84.97
"PUMPKIN,RAW",PUMPKIN,RAW,11422,"1 cup,  (1"" cubes)",21,26,6.5,0,0.1,0.5,340,1,1,2.76,9,91.6
"BABYFOOD,JUC,APPLE-SWEET POTATO",BABYFOOD,JUC,42266,1 fl oz,15,48,11.4,0,0.1,0.5,137,0.3,5,9.6,34.1,87.9
"WATERCRESS,RAW",WATERCRESS,RAW,11591,"1 cup, chopped",120,11,1.29,0,0.1,0.5,330,2.3,41,0.2,43,95.11
"CEREALS RTE,KELLOGG,KELLOGG'S FRSTD RICE KRISPIES",CEREALS RTE,KELLOGG,8032,".75 cup,  (1 NLEA serving)",6,384,91.3,0,0.4,0.5,59,4.3,371,40.2,50,2.5
"VEGETABLE JUC COCKTAIL,CND",VEGETABLE JUC COCKTAIL,CND,11578,1 cup,14,22,3.87,0,0.31,0.5,185,0.93,169,2.84,54.3,94.09
"VEGETABLE JUC COCKTAIL,LO NA,CND",VEGETABLE JUC COCKTAIL,LO NA,11585,1 cup,15,19,3.83,0,0.32,0.5,204,0.91,55,2.78,54.3,94.13
"BABYFOOD,DSSRT,BANANA YOGURT,STR",BABYFOOD,DSSRT,43539,1 tbsp,30,78,17.35,1,0.52,0.5,100,1.1,14,12.2,13.9,80.7
"SOUP,CHICK NOODLE,CND,PREP W/ EQ VOLUME H2O",SOUP,CHICK NOODLE,6419,"1 serving, 1 cup",5,24,2.97,4,0.76,0.5,24,1.16,335,0,0,94.17
"SOUP,TOMATO,CND,PREP W/ EQ VOLUME LOFAT (2%) MILK",SOUP,TOMATO,6359,"1 serving, 1 cup",68,55,9.82,4,1.24,0.5,343,2.42,206,6.59,6.3,85.15
"MACARONI & CHS,CND ENTREE",MACARONI & CHS,CND ENTREE,22247,1 serving,35,82,11.52,6,2.46,0.5,84,3.38,302,0.5,0,81.39
"BABYFOOD,APPL YOGURT DSSRT,STR",BABYFOOD,APPL YOGURT DSSRT,42150,1 tbsp,6,96,19.5,6,1.6,0.5,70,0.8,20,12.02,35.1,77.9
"SAUCE,TARTAR,RTS",SAUCE,TARTAR,27049,2 tablespoons,26,211,13.3,7,16.7,0.5,68,1,667,4.25,2.3,67
"BEVERAGES,MALTED DRK MIX,CHOC,PDR,PREP W/ WHL MILK",BEVERAGES,MALTED DRK MIX,14318,"1 cup,  (8 fl oz)",98,85,11.2,10,3.29,0.5,172,3.37,60,6.68,0.1,81.34
"CRAB,ALASKA KING,IMITN,MADE FROM SURIMI",CRAB,ALASKA KING,15138,3 oz,13,95,15,20,0.46,0.5,90,7.62,529,6.25,0,74.66
"SOUP,HOT & SOUR,CHINESE RESTAURANT",SOUP,HOT & SOUR,27001,1 cup,19,39,4.35,21,1.21,0.5,55,2.58,376,0.42,0,90.65
"CHILI,NO BNS,CND ENTREE",CHILI,NO BNS,22911,1 cup,30,118,6.1,21,7.1,0.5,185,7.53,411,1.1,1.8,77.68
"SAUCE,CHS,RTS",SAUCE,CHS,6930,.25 cup,184,174,6.83,29,13.29,0.5,30,6.71,828,0.42,0.4,70.5
"SALAD DRSNG,CAESAR DRSNG,REG",SALAD DRSNG,CAESAR DRSNG,43015,1 tbsp,48,542,3.3,39,57.85,0.5,29,2.17,1209,2.81,0.3,34.3
"CAKE,CHERRY FUDGE W/CHOC FRSTNG",CAKE,CHERRY FUDGE W/CHOC FRSTNG,18095,1 oz,48,264,38,42,12.5,0.5,166,2.4,164,32.94,13.6,46.1
"FAST FOODS,ENG MUFFIN,W/CHS&SAUSAGE",FAST FOODS,ENG MUFFIN,21020,1 item,210,338,25.28,43,20.67,0.5,179,13.28,668,1.98,0,37.93
"TURKEY BREAST,LO SALT,PREPACKAGED OR DELI,LUNCHEON MEAT",TURKEY BREAST,LO SALT,7046,1 slice,8,109,3.51,44,0.83,0.5,211,21.81,772,3.51,5.7,71.1
"FAST FOODS,CHEESEBURGER; TRIPLE,REG PATTY; PLN",FAST FOODS,CHEESEBURGER; TRIPLE,21101,1 item,174,310,16.16,63,19.17,0.5,230,18.2,637,3.29,0,43.93
BOLOGNA  TURKEY,BOLOGNA  TURKEY,,7011,".99 oz,  1 serving",123,209,4.68,75,16.05,0.5,135,11.42,1071,2.9,13.3,64.55
"CAKE,SPONGE,COMMLY PREP",CAKE,SPONGE,18133,1 oz,70,290,61,102,2.7,0.5,99,5.4,623,36.66,0,29.7
"FAST FOODS,FRIED CHICK,DRUMSTK,MEAT & SKN W/ BREADING",FAST FOODS,FRIED CHICK,21470,"1 drumstick, with skin",24,267,7.59,111,16.92,0.5,253,21.13,591,0,0,51.92
"FAST FOODS,BISCUIT,W/EGG&BACON",FAST FOODS,BISCUIT,21003,1 biscuit,126,305,19.06,235,20.73,0.5,167,11.33,844,2.19,1.8,46.67
"PUDDINGS,VANILLA,DRY MIX,REG",PUDDINGS,VANILLA,19206,"1 package,  (3.12 oz)",5,379,93.5,0,0.4,0.6,20,0.3,635,79.34,0,3.9
"RICE,WHITE,LONG-GRAIN,PRECKD OR INST,ENR,PREP",RICE,WHITE,20049,1 cup,8,124,26.76,0,0.5,0.6,9,2.18,4,0,0,70.34
"CANDIES,TWIZZLERS NIBS CHERRY BITS",CANDIES,TWIZZLERS NIBS CHERRY BITS,19092,27 pieces,8,347,79.37,0,2.64,0.6,37,2.3,195,51.35,0,15
"MUSHROOMS,BROWN,ITALIAN,OR CRIMINI,RAW",MUSHROOMS,BROWN,11266,"1 cup, whole",18,22,4.3,0,0.1,0.6,448,2.5,6,1.72,0,92.12
"MUSHROOMS,BROWN,ITALIAN,OR CRIMINI,EXPOSED TO UV LT,RAW",MUSHROOMS,BROWN,11936,"1 cup, whole",18,22,4.3,0,0.1,0.6,448,2.5,6,1.72,0,92.12
"SOYMILK,ORIGINAL & VANILLA,UNFORTIFIED",SOYMILK,ORIGINAL & VANILLA,16120,1 cup,25,54,6.28,0,1.75,0.6,118,3.27,51,3.99,0,88.05
"BEVERAGES,COCOA MIX,W/ ASPRT,PDR,PREP W/ H2O",BEVERAGES,COCOA MIX,14390,1 fl oz,48,29,5.61,0,0.23,0.6,211,1.21,72,2.93,0,92.38
"CEREALS,CREAM OF WHEAT,INST,PREP W/ H2O,WO/ SALT",CEREALS,CREAM OF WHEAT,8107,1 cup,64,62,13.08,0,0.24,0.6,20,1.84,102,0.07,0,84.4
"SOYMILK,ORIGINAL & VANILLA,LT,UNSWTND,W/ ADDED CA,VIT A & D",SOYMILK,ORIGINAL & VANILLA,16228,1 cup,123,34,3.85,0,0.85,0.6,117,2.62,63,0.41,0,92.03
VITAL WHEAT GLUTEN,VITAL WHEAT GLUTEN,,48052,,142,370,13.79,0,1.85,0.6,100,75.16,29,0,0,8.2
"CAMPBELL'S,CRM OF MUSHROOM SOUP,COND",CAMPBELL'S,CRM OF MUSHROOM SOUP,6338,".5 cup, condensed",8,81,6.59,0,5.5,0.6,67,1.29,697,0.4,0.5,84.76
"APRICOT NECTAR,CND,WO/ VIT C",APRICOT NECTAR,CND,9036,1 cup,7,56,14.39,0,0.09,0.6,114,0.37,3,13.79,0.6,84.87
"SAUCE,DUCK,RTS",SAUCE,DUCK,27046,2 Tbsp,11,245,60.61,0,0.13,0.6,87,0.36,455,30.54,0.9,37.44
"GRAPES,CND,THOMPSON SEEDLESS,H2O PK,SOL&LIQUIDS",GRAPES,CND,9133,1 cup,10,40,10.3,0,0.11,0.6,107,0.5,6,9.7,1,88.84
"GRAPES,CND,THOMPSON SEEDLESS,HVY SYRUP PK,SOL&LIQUIDS",GRAPES,CND,9134,1 cup,10,76,19.65,0,0.1,0.6,103,0.48,5,19.05,1,79.53
"PEAR NECTAR,CND,WO/ VIT C",PEAR NECTAR,CND,9262,1 cup,5,60,15.76,0,0.01,0.6,13,0.11,4,15.16,1.1,84.01
"BEVERAGES,CHOCOLATE-FLAVORED DRK,WHEY & MILK BSD",BEVERAGES,CHOCOLATE-FLAVORED DRK,43369,1 cup,100,49,10.68,0,0.4,0.6,79,0.64,91,8.68,2,87.63
"PAPAYA NECTAR,CANNED",PAPAYA NECTAR,CANNED,9229,1 cup,10,57,14.51,0,0.15,0.6,31,0.17,5,13.91,3,85.02
"SAUCE,RTS,PEPPER,TABASCO",SAUCE,RTS,6169,1 tsp,12,12,0.8,0,0.76,0.6,128,1.29,633,0.13,4.5,95.17
"PEACH NECTAR,CND,WO/ VIT C",PEACH NECTAR,CND,9251,1 cup,5,54,13.92,0,0.02,0.6,40,0.27,7,13.32,5.3,85.64
"FRUIT JUC SMOOTHIE,BOLTHOUSE FARMS,GRN GOODNESS",FRUIT JUC SMOOTHIE,BOLTHOUSE FARMS,9515,1 cup,18,56,13.04,0,0.33,0.6,177,0.63,11,11.46,6.2,85.61
"SOUP,TOMATO,LO NA,W/H2O",SOUP,TOMATO,6964,"1 serving, 1 cup",8,30,6.57,0,0.28,0.6,112,0.79,33,3.97,6.3,91.38
"FRUIT JUC SMOOTHIE,NAKED JUC,STRAWBERRY BANANA",FRUIT JUC SMOOTHIE,NAKED JUC,9531,1 cup,10,50,11.66,0,0.27,0.6,201,0.48,2,10.05,8.4,87.28
"PEACH NECTAR,CND,W/ VIT C",PEACH NECTAR,CND,9407,1 cup,5,54,13.92,0,0.02,0.6,40,0.27,7,12.35,17.6,85.64
"APRICOT NECTAR,CND,W/ VIT C",APRICOT NECTAR,CND,9403,1 cup,7,56,14.39,0,0.09,0.6,114,0.37,3,13.24,17.6,84.87
"BEVERAGES,OCEAN SPRAY,CRAN CHERRY",BEVERAGES,OCEAN SPRAY,14256,8 fl oz,3,46,12.76,0,0,0.6,24,0.19,7,12.2,24.4,87
"BEVERAGES,OCEAN SPRAYWHITE CRANBERRY STRAWBERRY FLAV JUC DRK",BEVERAGES,OCEAN SPRAYWHITE CRANBERRY STRAWBERRY FLAV JUC DRK,14227,8 fl oz,4,49,11.98,0,0.01,0.6,14,0.22,3,11.42,26.7,88
"PEAR NECTAR,CND,W/ VIT C",PEAR NECTAR,CND,9408,1 cup,5,60,15.76,0,0.01,0.6,13,0.11,4,15.16,27,84.01
"BEVERAGES,OCEAN SPRAY,CRAN POMEGRANATE",BEVERAGES,OCEAN SPRAY,14255,8 fl oz,2,47,12.56,0,0.01,0.6,11,0.07,12,12,27.1,87
"Beverages, OCEAN SPRAY, White Cranberry Peach",Beverages,OCEAN SPRAY,14258,8 fl oz,3,45,11.88,0,0.01,0.6,22,0.13,11,11.32,27.1,87.8
"BEVERAGES,OCEAN SPRAY,RUBY RED CRANBERRY",BEVERAGES,OCEAN SPRAY,14285,8 fl oz,5,45,11.58,0,0.01,0.6,39,0.07,11,11.02,27.1,88.26
"Beverages, OCEAN SPRAY, Cran Raspberry Juice Drink",Beverages,OCEAN SPRAY,14233,8 fl oz,2,49,11.96,0,0,0.6,18,0.28,14,11.4,27.2,87.5
"Beverages, OCEAN SPRAY, Cranberry-Apple Juice Drink, bottled",Beverages,OCEAN SPRAY,14220,8 fl oz,2,56,13.68,0,0,0.6,14,0.29,19,13.12,29.6,86
"FRUIT JUC SMOOTHIE,ODWALLA,ORIGINAL SUPERFOOD",FRUIT JUC SMOOTHIE,ODWALLA,9513,1 cup,7,50,11.51,0,0.36,0.6,145,0.63,3,10.16,31.3,87.22
"BEVERAGES,OCEAN SPRAY,CRAN LEMONADE",BEVERAGES,OCEAN SPRAY,14234,8 fl oz,2,45,11.12,0,0,0.6,10,0.07,52,10.4,32.6,88.7
"BEV, OCEAN SPRAY, CRAN CHERRY DIET",BEV,OCEAN SPRAY,14235,8 fl oz,1,4,0.7,0,0,0.6,12,0.21,8,0.22,32.8,99.1
"FRUIT JUC SMOOTHIE,ODWALLA,STRAWBERRY BANANA",FRUIT JUC SMOOTHIE,ODWALLA,9530,1 cup,10,48,11.05,0,0.32,0.6,201,0.5,2,9.9,38.4,87.74
"BEVERAGES,OCEAN SPRAY,DIET CRANBERRY JUC",BEVERAGES,OCEAN SPRAY,14221,8 fl oz,3,4,0.8,0,0,0.6,8,0.07,7,0.25,39.1,99.2
"FRUIT JUC SMOOTHIE,BOLTHOUSE FARMS,STRAWBERRY BANANA",FRUIT JUC SMOOTHIE,BOLTHOUSE FARMS,9516,1 cup,11,52,12.37,0,0.3,0.6,184,0.44,5,10.33,47.3,86.6
"ICE CRM BAR,CHOC OR CARAMEL COVERED,W/NUTS",ICE CRM BAR,CHOC OR CARAMEL COVERED,43506,1 bar,252,323,30.9,1,20.2,0.6,238,4.4,92,30,0.7,43.1
"SOUP,CLAM CHOWDER,MANHATTAN,CND,PREP W/EQ VOLUME H2O",SOUP,CLAM CHOWDER,6428,"1 serving, 1 cup",11,30,4.77,1,0.86,0.6,74,0.85,226,1.32,1.6,92.26
"BEVERAGES,OCEAN SPRAY,CRAN GRAPE",BEVERAGES,OCEAN SPRAY,14217,8 fl oz,3,54,13.16,1,0,0.6,11,0.21,19,12.6,28.1,86.5
"SOUP,TOMATO BF W/ NOODLE,CND,PREP W/ EQ VOLUME H2O",SOUP,TOMATO BF W/ NOODLE,6461,1 cup,9,56,8.44,2,1.71,0.6,88,1.78,367,0.73,0,86.99
"SOUP,CRM OF MUSHROOM,CND,COND,RED NA",SOUP,CRM OF MUSHROOM,6182,1 cup,13,52,8.1,3,1.69,0.6,374,1.21,383,2.13,0,87.26
"CHEESE,COTTAGE,LOWFAT,1% MILKFAT,LACTOSE RED",CHEESE,COTTAGE,42235,4 oz,53,74,3.2,4,1,0.6,86,12.4,220,2.6,0,82.5
"DIP,OLD EL PASO,CHS 'N SALSA,MED",DIP,OLD EL PASO,27053,2 tbsp,81,129,10.65,5,8.43,0.6,83,2.7,690,1.3,0.8,76.09
"SOUP,CHUNKY BF,CND,RTS",SOUP,CHUNKY BF,6070,1 cup,13,66,10.08,6,1.11,0.6,140,3.97,338,0.67,2.9,83.34
"CAMPBELL'S HEALTHY REQUEST,HOMESTYLE CHICK NOODLE SOUP,COND",CAMPBELL'S HEALTHY REQUEST,HOMESTYLE CHICK NOODLE SOUP,6989,".5 cup, condensed",13,51,7.8,7,1,0.6,299,2.7,317,0.6,0.6,87.09
"DIP,TOSTITOS,SALSA CON QUESO,MED",DIP,TOSTITOS,27054,2 tbsp,90,133,11.72,9,8.26,0.6,88,2.92,773,1.4,0.6,74.68
"BABYFOOD,FRUIT,TUTTI FRUTTI,STR",BABYFOOD,FRUIT,43006,1 tbsp,15,66,15.48,15,0.3,0.6,46,0.4,25,9.29,12.4,83.5
"SOUP,BF STROGANOFF,CND,CHUNKY STYLE,RTS",SOUP,BF STROGANOFF,6980,1 cup,20,98,9,21,4.6,0.6,140,5.1,435,1.68,0,79.9
"TURKEY,PORK,&BF SAUSAGE,LOFAT,SMOKED",TURKEY,PORK,7900,3 oz,10,101,11.54,21,2.5,0.6,243,8,796,0,1.9,76.3
"BABYFOOD,DINNER,CHICK&NOODLE W/VEG,TODD",BABYFOOD,DINNER,43373,1 tbsp,11,66,8.89,28,1.7,0.6,95,3.8,194,0.82,1.7,85.3
"PIE,VANILLA CRM,PREP FROM RECIPE",PIE,VANILLA CRM,18328,1 oz,90,278,32.6,62,14.4,0.6,126,4.8,260,12.68,0.5,47
"CAKE,POUND,COMMLY PREP,BUTTER (INCLUDES FRSH & FROZEN)",CAKE,POUND,18120,".167 loaf,  1/6 of the loaf",47,353,53.64,66,13.96,0.6,149,5,377,33.36,0,25.87
"MCDONALD'S,SAUSAGE,EGG & CHS MCGRIDDLES",MCDONALD'S,SAUSAGE,21329,"1 item, 7 oz",96,283,22.04,132,17.73,0.6,146,10.77,652,7.9,0,47.03
"FAST FOODS,GRIDDLE CAKE SNDWCH,EGG,CHS,& SAUSAGE",FAST FOODS,GRIDDLE CAKE SNDWCH,21305,1 item,96,291,22.04,132,17.73,0.6,146,10.77,652,7.9,0,47.03
"DESSERTS,MOUSSE,CHOC,PREPARED-FROM-RECIPE",DESSERTS,MOUSSE,19182,"1 recipe,  yield",96,225,16.07,140,16,0.6,143,4.14,38,14.81,0.1,62.94
"SYRUPS,SUGAR FREE",SYRUPS,SUGAR FREE,43026,1 cup,0,52,12.13,0,0,0.7,0,0.8,210,0.01,0,87
"CEREALS,CORN GRITS,YEL,REG & QUICK,ENR,CKD W/ H2O,WO/ SALT",CEREALS,CORN GRITS,8164,1 cup,1,65,13.86,0,0.39,0.7,22,1.23,2,0.09,0,84.36
"CEREALS,CORN GRITS,YEL,REG,QUICK,ENR,CKD W/ H2O,W/ SALT",CEREALS,CORN GRITS,8165,1 cup,1,65,13.86,0,0.39,0.7,22,1.23,223,0.09,0,84.36
"BEVERAGES,TEA,INST,LEMON,SWTND,PDR",BEVERAGES,TEA,14370,"1 serving,  (3 heaping tsp)",2,401,98.55,0,0.73,0.7,169,0.12,5,95.29,0,0.13
"CEREALS,CRM OF RICE,DRY",CEREALS,CRM OF RICE,8100,".25 cup,  (1 NLEA serving)",5,370,82.4,0,0.5,0.7,143,6.3,6,0.3,0,10.5
"SOUP,CRM OF MUSHROOM,CND,COND",SOUP,CRM OF MUSHROOM,6043,.5 cup,12,79,6.8,0,5.3,0.7,64,1.35,691,0.4,0,84.7
"SOY SAU MADE FROM SOY&WHEAT (SHOYU),LO NA",SOY SAU MADE FROM SOY&WHEAT (SHOYU),LO NA,16424,1 tbsp,30,57,5.59,0,0.3,0.7,352,9.05,3598,0.5,0,75.14
"ARCHWAY HOME STYLE COOKIES,FROSTY LEMON",ARCHWAY HOME STYLE COOKIES,FROSTY LEMON,18529,1 serving,41,430,64.78,0,17.11,0.7,92,4.41,449,33.35,0,12.03
"CAKE,PUDDING-TYPE,WHITE,ENR,DRY MIX",CAKE,PUDDING-TYPE,18135,1 oz,77,423,80.9,0,9.5,0.7,72,3.9,665,48.95,0,3.5
"CAKE,PUDDING-TYPE,YEL,DRY MIX",CAKE,PUDDING-TYPE,18142,1 oz,115,423,80,0,9.8,0.7,63,4,860,44.21,0,4
"SOYMILK,CHOC & OTHER FLAVORS,LT,W/ ADDED CA,VITAMINS A & D",SOYMILK,CHOC & OTHER FLAVORS,16227,1 cup,123,47,8.24,0,0.64,0.7,144,2.1,46,7.13,0,88.38
"BEVERAGES,OCEAN SPRAY,LT CRANBERRY",BEVERAGES,OCEAN SPRAY,14257,8 fl oz,3,19,4.72,0,0.01,0.7,38,0.22,15,3.97,0.8,95.3
"SOUP,ONION,CND,COND",SOUP,ONION,6045,".5 cup,  (4 fl oz)",22,46,6.68,0,1.42,0.7,56,3.06,516,2.72,1,86.35
"CUCUMBER,PEELED,RAW",CUCUMBER,PEELED,11206,"1 cup, pared chopped",14,12,2.16,0,0.16,0.7,136,0.59,2,1.38,3.2,96.73
"VEGETABLE SMOOTHIE,NAKED JUC,KALE BLAZER",VEGETABLE SMOOTHIE,NAKED JUC,31032,1 cup,33,28,7,0,0.07,0.7,178,0.8,13,6.05,3.9,91.67
"MARMALADE,ORANGE",MARMALADE,ORANGE,19303,1 tbsp,38,246,66.3,0,0,0.7,37,0.3,56,60,4.8,33.2
"FRUIT JUC SMOOTHIE,NAKED JUC,GRN MACHINE",FRUIT JUC SMOOTHIE,NAKED JUC,9508,1 cup,11,53,12.53,0,0.26,0.7,165,0.6,6,11.15,8.2,86.25
"CAMPBELL'S SOUP ON THE GO,HEALTHY REQUEST CLASSIC TOMAT SOUP",CAMPBELL'S SOUP ON THE GO,HEALTHY REQUEST CLASSIC TOMAT SOUP,27023,1 container,7,39,9.18,0,0,0.7,344,0.98,134,5.57,11.8,89
"TOPPINGS,STRAWBERRY",TOPPINGS,STRAWBERRY,19137,2 tbsp,6,254,66.3,0,0.1,0.7,51,0.2,21,27.38,13.7,33
"LEMON JUC FROM CONC,CND OR BTLD",LEMON JUC FROM CONC,CND OR BTLD,9153,1 tbsp,10,17,5.62,0,0.07,0.7,109,0.45,24,1.53,14.3,93.64
"TANGERINES,(MANDARIN ORANGES),CND,LT SYRUP PK",TANGERINES,(MANDARIN ORANGES),9220,1 cup,7,61,16.19,0,0.1,0.7,78,0.45,6,15.49,19.8,83.06
"TOMATOES,RED,RIPE,CKD",TOMATOES,RED,11530,1 cup,11,18,4.01,0,0.11,0.7,218,0.95,11,2.49,22.8,94.34
"TOMATOES,RED,RIPE,CKD,W/ SALT",TOMATOES,RED,11884,1 cup,11,18,4.01,0,0.11,0.7,218,0.95,247,2.49,22.8,94.34
"CRESS,GARDEN,CKD,BLD,DRND,WO/SALT",CRESS,GARDEN,11204,1 cup,61,23,3.8,0,0.6,0.7,353,1.9,8,3.11,23,92.5
"CRESS,GARDEN,CKD,BLD,DRND,W/SALT",CRESS,GARDEN,11781,1 cup,61,23,3.8,0,0.6,0.7,353,1.9,244,3.11,23,92.5
"SAUCE,PEPPERS,HOT,CHILI,MATURE RED,CND",SAUCE,PEPPERS,6961,1 tbsp,9,21,3.9,0,0.6,0.7,564,0.9,25,2.55,30,94.1
"BEVERAGES,OCEAN SPRAY,LT CRANBERRY & RASPBERRY FLAV JUC",BEVERAGES,OCEAN SPRAY,14226,8 fl oz,4,26,5.77,0,0,0.7,47,0.73,2,5.02,32.9,93.8
"BEVERAGES,OCEAN SPRAY,LT CRANBERRY,CONCORD GRAPE",BEVERAGES,OCEAN SPRAY,14259,8 fl oz,4,23,5.78,0,0.02,0.7,34,0.36,8,5.02,34.1,93.4
"TANGERINES,(MANDARIN ORANGES),CND,JUC PK",TANGERINES,(MANDARIN ORANGES),9219,1 cup,11,37,9.57,0,0.03,0.7,133,0.62,5,8.87,34.2,89.51
"PINEAPPLE JUC,FRZ CONC,UNSWTND,UNDIL",PINEAPPLE JUC,FRZ CONC,9274,"1 can,  (6 fl oz)",39,179,44.3,0,0.1,0.7,472,1.3,3,43.6,42,53.1
"CEREALS RTE,RALSTON CRISP RICE",CEREALS RTE,RALSTON CRISP RICE,8025,"1.25 cup,  (1 NLEA serving)",5,394,86.22,0,1.26,0.7,106,6.69,545,12.12,64.5,3.62
"BISCUIT, PLN OR BUTMLK, REFRI DOUGH, HIGHER FAT",BISCUIT,PLN OR BUTMLK,18014,1 biscuit,51,307,46.32,1,10.58,0.7,162,6.66,977,7.4,0.1,33.15
"SOUP,VEG W/ BF BROTH,CND,PREP W/ EQ VOLUME H2O",SOUP,VEG W/ BF BROTH,6472,"1 cup,  (8 fl oz)",9,33,5.35,1,0.78,0.7,79,1.21,253,0.82,1,91.59
"SOUP,TOMATO RICE,CND,PREP W/ EQ VOLUME H2O",SOUP,TOMATO RICE,6463,1 cup,11,47,8.54,1,1.06,0.7,129,0.82,319,2.95,5.8,88.52
"GRAVY,HEINZ HOME STYLE,SAVORY BF",GRAVY,HEINZ HOME STYLE,6985,"1 serving, 1/4 cup 2 oz",6,39,6.24,2,1.13,0.7,22,1.09,587,0.52,0,89.97
"CAMPBELL'S SOUP ON THE GO,CREAMY TOMATO SOUP",CAMPBELL'S SOUP ON THE GO,CREAMY TOMATO SOUP,6592,1 container,13,59,9.84,2,1.64,0.7,295,0.98,213,7.21,9.8,86
"CANDIES,FUDGE,PNUT BUTTER,PREPARED-FROM-RECIPE",CANDIES,FUDGE,19102,1 piece,42,387,77.75,3,6.59,0.7,119,3.78,118,73.36,0,10.93
CAMPBELL'S HOMESTYLE HR CHICK W/ WHL GRAIN PASTA SOUP,CAMPBELL'S HOMESTYLE HR CHICK W/ WHL GRAIN PASTA SOUP,,27021,1 cup,11,40,4.28,4,0.82,0.7,265,3.8,167,0.32,0,89.84
"DIP,SALSA CON QUESO,CHS & SALSA- MED",DIP,SALSA CON QUESO,27052,2 tbsp,98,143,11.14,9,9.51,0.7,105,3.14,796,1.95,0.4,73.72
"CAMPBELL'S LO NA SOUPS,CHICK W/ NOODLES SOUP",CAMPBELL'S LO NA SOUPS,CHICK W/ NOODLES SOUP,6482,"1 serving, 1 container",7,52,5.57,10,1.48,0.7,161,3.93,46,1.31,0,88.8
"RICE BOWL W/ CHICK,FRZ ENTREE,PREP",RICE BOWL W/ CHICK,FRZ ENTREE,22958,1 bowl,13,126,22.46,16,1.56,0.7,123,5.65,333,4.07,3,69.09
"SUBWAY,RST BF SUB ON WHITE BREAD W/ LETTUCE & TOMATO",SUBWAY,RST BF SUB ON WHITE BREAD W/ LETTUCE & TOMATO,21210,"6 inch, sub",164,155,20.34,18,2.73,0.7,188,12.17,329,3,0,63.08
"FAST FOODS,SUBMARINE SNDWCH,RST BF BREAD W/ LETTUCE & TOMATO",FAST FOODS,SUBMARINE SNDWCH,21125,"6 inch, sub",164,156,20.34,18,2.73,0.7,188,12.17,329,3,0,63.08
ACORN STEW (APACHE),ACORN STEW (APACHE),,35182,,14,95,9.22,20,3.47,0.7,110,6.81,130,0.34,0,79.78
"FAST FOODS,BISCUIT,W/HAM",FAST FOODS,BISCUIT,21008,1 biscuit,142,342,38.75,22,16.3,0.7,174,11.85,974,1.97,0.1,28.4
"FAST FOODS,SUBMARINE SNDWCH,TUNA BREAD W/ LETTUCE & TOMATO",FAST FOODS,SUBMARINE SNDWCH,21126,"6 inch, sub",136,218,15.95,28,12.04,0.7,177,12.33,329,1.93,0,58.17
"SUBWAY,TUNA SUB ON WHITE BREAD W/ LETTUCE & TOMATO",SUBWAY,TUNA SUB ON WHITE BREAD W/ LETTUCE & TOMATO,21214,"6 inch, sub",136,221,15.95,28,12.04,0.7,177,12.33,329,1.93,0,58.17
"CHICKEN,NUGGETS,WHITE MEAT,PRECKD,FRZ,NOT REHTD",CHICKEN,NUGGETS,22975,1 serving,38,261,16.24,34,15.42,0.7,281,14.36,538,1.27,0,51.9
"BURGER KING,CROISSAN'WICH W/ SAUSAGE & CHS",BURGER KING,CROISSAN'WICH W/ SAUSAGE & CHS,21384,1 item,107,376,23,43,25.45,0.7,205,13.73,782,3.36,0,35.08
"ICE CREAMS,VANILLA",ICE CREAMS,VANILLA,19095,"1 serving, 1/2 cup",128,207,23.6,44,11,0.7,199,3.5,80,21.22,0.6,61
"PIE,BANANA CRM,PREP FROM RECIPE",PIE,BANANA CRM,18304,1 oz,75,269,32.9,51,13.6,0.7,165,4.4,240,12.06,1.6,47.9
"FAST FOODS,CHEESEBURGER; DOUBLE,REG PATTY; PLN",FAST FOODS,CHEESEBURGER; DOUBLE,21092,1 item,180,308,20.8,55,17.4,0.7,216,17.16,621,4.02,0,42.17
"FAST FOODS,SHRIMP,BREADED&FRIED",FAST FOODS,SHRIMP,21059,"3 pieces, shrimp",29,308,27.99,58,18.9,0.7,82,7.84,897,0.1,0,42.15
